deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,deaths,SUM_DEATHS,DATE
45.0,6.0,78.0,1.0,74.0,6.0,1.0,0.0,150.0,188.0,85.0,165.0,0.0,1.0,484.0,25.0,0.0,10.0,4.0,0.0,29.0,0.0,188.0,98.0,121.0,53.0,11.0,,0.0,0.0,144.0,236042.0,2020-12-14
96.0,48.0,78.0,2.0,85.0,8.0,6.0,0.0,194.0,321.0,68.0,181.0,0.0,3.0,649.0,5.0,0.0,24.0,8.0,0.0,53.0,0.0,502.0,88.0,148.0,0.0,22.0,0.0,0.0,0.0,520.0,270326.0,2020-12-13
101.0,92.0,64.0,3.0,109.0,9.0,1.0,11.0,627.0,496.0,102.0,162.0,0.0,3.0,761.0,15.0,1.0,27.0,15.0,2.0,63.0,5.0,544.0,95.0,168.0,18.0,39.0,0.0,0.0,105.0,424.0,316182.0,2020-12-12
125.0,87.0,53.0,2.0,115.0,14.0,2.0,9.0,292.0,598.0,81.0,171.0,0.0,15.0,887.0,11.0,0.0,29.0,0.0,4.0,61.0,21.0,470.0,86.0,127.0,20.0,26.0,280.0,7.0,87.0,516.0,347554.0,2020-12-11
126.0,83.0,69.0,2.0,90.0,3.0,2.0,8.0,296.0,440.0,95.0,171.0,0.0,5.0,499.0,5.0,0.0,31.0,9.0,3.0,66.0,0.0,568.0,70.0,161.0,38.0,50.0,325.0,15.0,87.0,533.0,313376.0,2020-12-10
80.0,91.0,65.0,5.0,100.0,7.0,3.0,1.0,831.0,590.0,102.0,160.0,1.0,0.0,634.0,16.0,0.0,31.0,7.0,2.0,71.0,2.0,411.0,81.0,213.0,28.0,23.0,373.0,24.0,92.0,599.0,275230.0,2020-12-09
95.0,96.0,59.0,2.0,134.0,9.0,3.0,9.0,366.0,423.0,89.0,136.0,0.0,0.0,528.0,10.0,1.0,36.0,3.0,4.0,17.0,5.0,92.0,78.0,127.0,22.0,30.0,0.0,19.0,175.0,189.0,199516.0,2020-12-08
58.0,83.0,72.0,2.0,87.0,7.0,5.0,0.0,174.0,147.0,101.0,116.0,0.0,0.0,564.0,9.0,0.0,11.0,5.0,2.0,25.0,0.0,228.0,87.0,134.0,15.0,14.0,394.0,44.0,0.0,231.0,251710.0,2020-12-07
87.0,85.0,70.0,2.0,77.0,11.0,1.0,0.0,214.0,255.0,98.0,162.0,0.0,11.0,662.0,11.0,0.0,15.0,6.0,0.0,39.0,0.0,502.0,73.0,134.0,24.0,37.0,0.0,19.0,0.0,397.0,269678.0,2020-12-06
140.0,106.0,68.0,3.0,97.0,9.0,2.0,7.0,627.0,483.0,98.0,193.0,0.0,6.0,814.0,7.0,0.0,21.0,5.0,1.0,58.0,1.0,531.0,79.0,176.0,27.0,111.0,0.0,37.0,100.0,504.0,304872.0,2020-12-05
118.0,93.0,48.0,2.0,126.0,6.0,1.0,0.0,324.0,432.0,100.0,189.0,0.0,6.0,993.0,11.0,0.0,26.0,4.0,2.0,61.0,2.0,620.0,79.0,211.0,32.0,54.0,214.0,51.0,65.0,414.0,319758.0,2020-12-04
133.0,117.0,55.0,3.0,108.0,6.0,1.0,9.0,310.0,479.0,89.0,182.0,0.0,5.0,684.0,14.0,1.0,17.0,9.0,5.0,66.0,17.0,609.0,68.0,135.0,30.0,78.0,254.0,52.0,130.0,648.0,315534.0,2020-12-03
213.0,110.0,75.0,0.0,112.0,9.0,3.0,0.0,775.0,487.0,111.0,165.0,1.0,16.0,785.0,4.0,0.0,28.0,9.0,4.0,62.0,2.0,449.0,72.0,199.0,29.0,16.0,273.0,51.0,107.0,603.0,252234.0,2020-12-02
79.0,99.0,74.0,1.0,157.0,8.0,6.0,6.0,406.0,388.0,85.0,154.0,0.0,1.0,672.0,9.0,0.0,13.0,6.0,4.0,27.0,4.0,121.0,78.0,138.0,23.0,21.0,442.0,55.0,194.0,203.0,212234.0,2020-12-01
82.0,119.0,57.0,0.0,84.0,6.0,3.0,0.0,198.0,125.0,98.0,151.0,0.0,2.0,541.0,4.0,0.0,13.0,6.0,1.0,23.0,0.0,283.0,64.0,148.0,18.0,14.0,401.0,45.0,0.0,215.0,250096.0,2020-11-30
58.0,114.0,55.0,0.0,87.0,7.0,5.0,0.0,213.0,158.0,121.0,156.0,0.0,7.0,686.0,3.0,0.0,11.0,0.0,4.0,59.0,0.0,599.0,87.0,161.0,27.0,30.0,0.0,42.0,0.0,479.0,271532.0,2020-11-29
148.0,124.0,48.0,0.0,188.0,5.0,5.0,5.0,957.0,379.0,101.0,152.0,0.0,7.0,827.0,2.0,1.0,33.0,12.0,6.0,83.0,12.0,579.0,67.0,172.0,22.0,28.0,0.0,50.0,141.0,520.0,325254.0,2020-11-28
114.0,118.0,51.0,1.0,168.0,9.0,2.0,0.0,339.0,426.0,99.0,135.0,0.0,3.0,822.0,4.0,0.0,17.0,5.0,0.0,75.0,0.0,580.0,82.0,171.0,17.0,78.0,294.0,57.0,79.0,498.0,357832.0,2020-11-27
94.0,138.0,56.0,1.0,112.0,5.0,3.0,4.0,381.0,389.0,87.0,115.0,0.0,5.0,722.0,9.0,1.0,23.0,10.0,5.0,73.0,2.0,674.0,71.0,168.0,23.0,52.0,337.0,67.0,86.0,695.0,349592.0,2020-11-26
115.0,120.0,47.0,2.0,139.0,8.0,2.0,0.0,1005.0,410.0,101.0,106.0,0.0,6.0,853.0,13.0,5.0,17.0,7.0,3.0,90.0,3.0,540.0,85.0,196.0,16.0,35.0,369.0,68.0,150.0,608.0,318082.0,2020-11-25
94.0,139.0,45.0,0.0,164.0,5.0,4.0,9.0,500.0,249.0,84.0,117.0,0.0,0.0,630.0,9.0,0.0,6.0,4.0,4.0,54.0,5.0,156.0,74.0,130.0,22.0,27.0,537.0,54.0,213.0,479.0,271378.0,2020-11-24
44.0,135.0,49.0,1.0,101.0,3.0,1.0,0.0,214.0,90.0,103.0,91.0,0.0,0.0,562.0,0.0,0.0,12.0,2.0,3.0,21.0,0.0,330.0,73.0,131.0,27.0,6.0,512.0,57.0,0.0,125.0,312256.0,2020-11-23
58.0,138.0,47.0,0.0,74.0,3.0,0.0,0.0,253.0,138.0,108.0,111.0,0.0,4.0,692.0,7.0,0.0,17.0,6.0,2.0,48.0,0.0,574.0,62.0,160.0,30.0,13.0,0.0,51.0,0.0,340.0,339096.0,2020-11-22
79.0,165.0,57.0,2.0,147.0,5.0,1.0,1.0,1138.0,254.0,72.0,121.0,1.0,8.0,699.0,5.0,0.0,16.0,6.0,2.0,51.0,1.0,626.0,61.0,160.0,35.0,35.0,0.0,45.0,111.0,511.0,386882.0,2020-11-21
90.0,172.0,49.0,0.0,134.0,3.0,1.0,0.0,429.0,260.0,59.0,96.0,0.0,4.0,653.0,4.0,0.0,18.0,8.0,2.0,73.0,6.0,637.0,69.0,167.0,0.0,23.0,328.0,45.0,79.0,501.0,431478.0,2020-11-20
113.0,158.0,38.0,1.0,182.0,2.0,1.0,3.0,425.0,251.0,60.0,92.0,0.0,11.0,753.0,5.0,0.0,24.0,4.0,2.0,82.0,1.0,603.0,79.0,168.0,22.0,30.0,252.0,51.0,84.0,529.0,420180.0,2020-11-19
74.0,153.0,31.0,0.0,142.0,4.0,3.0,0.0,1219.0,305.0,63.0,99.0,0.0,11.0,731.0,6.0,1.0,14.0,10.0,1.0,85.0,4.0,357.0,81.0,186.0,31.0,24.0,351.0,40.0,140.0,598.0,412484.0,2020-11-18
62.0,195.0,33.0,0.0,208.0,4.0,0.0,2.0,506.0,267.0,59.0,91.0,0.0,5.0,504.0,3.0,3.0,8.0,4.0,3.0,44.0,0.0,143.0,91.0,149.0,16.0,21.0,435.0,37.0,197.0,213.0,341890.0,2020-11-17
50.0,192.0,43.0,1.0,150.0,3.0,1.0,0.0,302.0,62.0,71.0,93.0,0.0,1.0,546.0,2.0,0.0,11.0,3.0,1.0,43.0,0.0,303.0,76.0,113.0,0.0,11.0,484.0,39.0,0.0,168.0,405636.0,2020-11-16
55.0,175.0,38.0,1.0,132.0,1.0,0.0,0.0,354.0,107.0,38.0,107.0,0.0,6.0,544.0,5.0,0.0,13.0,8.0,3.0,85.0,0.0,546.0,55.0,129.0,19.0,19.0,0.0,37.0,0.0,462.0,392254.0,2020-11-15
64.0,183.0,43.0,4.0,171.0,1.0,4.0,4.0,932.0,178.0,38.0,107.0,0.0,7.0,550.0,9.0,0.0,9.0,5.0,4.0,53.0,3.0,419.0,69.0,174.0,27.0,44.0,0.0,32.0,93.0,376.0,434168.0,2020-11-14
37.0,173.0,32.0,2.0,185.0,2.0,0.0,0.0,425.0,218.0,50.0,99.0,1.0,0.0,636.0,4.0,0.0,9.0,8.0,1.0,89.0,6.0,275.0,78.0,121.0,50.0,13.0,308.0,28.0,98.0,563.0,505726.0,2020-11-13
55.0,196.0,28.0,3.0,247.0,3.0,0.0,2.0,328.0,215.0,43.0,87.0,0.0,2.0,623.0,0.0,0.0,14.0,5.0,4.0,74.0,0.0,430.0,82.0,203.0,24.0,14.0,356.0,27.0,86.0,595.0,463146.0,2020-11-12
35.0,218.0,33.0,2.0,249.0,3.0,0.0,0.0,1220.0,261.0,41.0,101.0,1.0,15.0,580.0,2.0,1.0,11.0,5.0,3.0,98.0,0.0,330.0,62.0,177.0,24.0,12.0,349.0,35.0,106.0,532.0,403046.0,2020-11-11
48.0,194.0,38.0,0.0,216.0,4.0,1.0,1.0,548.0,154.0,41.0,103.0,3.0,1.0,356.0,2.0,0.0,3.0,3.0,4.0,39.0,0.0,173.0,63.0,130.0,15.0,16.0,411.0,35.0,169.0,194.0,375134.0,2020-11-10
17.0,210.0,42.0,0.0,177.0,3.0,2.0,0.0,270.0,63.0,35.0,55.0,2.0,2.0,331.0,3.0,0.0,4.0,0.0,3.0,44.0,0.0,236.0,48.0,86.0,0.0,4.0,512.0,22.0,0.0,156.0,460980.0,2020-11-09
23.0,208.0,35.0,1.0,155.0,2.0,0.0,0.0,304.0,63.0,34.0,81.0,0.0,5.0,425.0,1.0,0.0,11.0,5.0,2.0,73.0,0.0,349.0,56.0,130.0,34.0,25.0,0.0,26.0,0.0,413.0,521564.0,2020-11-08
44.0,214.0,34.0,0.0,196.0,5.0,0.0,1.0,828.0,130.0,13.0,107.0,0.0,7.0,446.0,7.0,0.0,6.0,3.0,0.0,118.0,1.0,445.0,52.0,123.0,31.0,12.0,0.0,25.0,70.0,355.0,508402.0,2020-11-07
47.0,206.0,29.0,0.0,197.0,4.0,0.0,0.0,363.0,166.0,29.0,103.0,1.0,3.0,428.0,3.0,0.0,4.0,6.0,4.0,87.0,2.0,367.0,46.0,121.0,25.0,20.0,347.0,22.0,62.0,378.0,542298.0,2020-11-06
35.0,198.0,26.0,0.0,220.0,1.0,0.0,2.0,385.0,118.0,18.0,84.0,0.0,8.0,352.0,6.0,0.0,7.0,4.0,4.0,106.0,0.0,373.0,59.0,146.0,26.0,39.0,368.0,21.0,72.0,492.0,502988.0,2020-11-05
34.0,172.0,34.0,0.0,259.0,4.0,0.0,0.0,854.0,151.0,13.0,90.0,5.0,5.0,353.0,2.0,0.0,5.0,7.0,0.0,113.0,0.0,227.0,45.0,120.0,16.0,31.0,1623.0,19.0,72.0,397.0,435810.0,2020-11-04
21.0,208.0,32.0,0.0,225.0,1.0,0.0,1.0,416.0,131.0,7.0,84.0,0.0,2.0,233.0,3.0,0.0,4.0,0.0,1.0,29.0,0.0,92.0,46.0,86.0,0.0,15.0,238.0,20.0,93.0,136.0,442382.0,2020-11-03
17.0,164.0,16.0,0.0,178.0,2.0,0.0,0.0,231.0,49.0,9.0,70.0,0.0,2.0,208.0,3.0,0.0,1.0,3.0,0.0,39.0,0.0,152.0,37.0,99.0,0.0,5.0,379.0,22.0,0.0,162.0,468168.0,2020-11-02
18.0,177.0,15.0,1.0,173.0,2.0,0.0,0.0,223.0,29.0,6.0,69.0,0.0,5.0,297.0,2.0,1.0,8.0,5.0,2.0,50.0,0.0,280.0,39.0,101.0,7.0,6.0,0.0,13.0,0.0,326.0,370230.0,2020-11-01
15.0,185.0,20.0,0.0,216.0,3.0,0.0,4.0,545.0,103.0,5.0,51.0,0.0,6.0,199.0,5.0,1.0,7.0,2.0,2.0,87.0,1.0,202.0,40.0,103.0,12.0,10.0,0.0,9.0,51.0,274.0,467542.0,2020-10-31
24.0,139.0,18.0,0.0,187.0,1.0,0.0,0.0,235.0,77.0,12.0,65.0,0.0,6.0,217.0,1.0,0.0,6.0,3.0,1.0,56.0,1.0,298.0,33.0,83.0,16.0,10.0,239.0,9.0,31.0,280.0,490428.0,2020-10-30
34.0,142.0,23.0,0.0,128.0,6.0,0.0,0.0,244.0,89.0,10.0,56.0,1.0,6.0,205.0,0.0,0.0,3.0,0.0,0.0,60.0,0.0,236.0,24.0,107.0,8.0,13.0,173.0,9.0,24.0,310.0,450714.0,2020-10-29
18.0,132.0,18.0,0.0,182.0,1.0,0.0,0.0,523.0,85.0,12.0,43.0,0.0,5.0,221.0,3.0,0.0,5.0,0.0,2.0,70.0,1.0,132.0,28.0,104.0,11.0,4.0,168.0,9.0,16.0,367.0,415704.0,2020-10-28
4.0,121.0,15.0,0.0,164.0,6.0,0.0,1.0,257.0,42.0,7.0,63.0,0.0,3.0,141.0,4.0,0.0,2.0,2.0,1.0,26.0,0.0,45.0,27.0,79.0,6.0,5.0,267.0,11.0,37.0,102.0,363286.0,2020-10-27
6.0,94.0,8.0,0.0,124.0,2.0,0.0,0.0,116.0,24.0,10.0,47.0,0.0,0.0,128.0,2.0,0.0,5.0,1.0,2.0,27.0,0.0,87.0,19.0,73.0,0.0,2.0,279.0,8.0,0.0,151.0,423640.0,2020-10-26
6.0,93.0,16.0,0.0,106.0,3.0,0.0,0.0,137.0,29.0,5.0,35.0,0.0,4.0,151.0,4.0,0.0,3.0,3.0,1.0,55.0,0.0,179.0,21.0,73.0,25.0,2.0,0.0,8.0,0.0,174.0,346864.0,2020-10-25
15.0,94.0,7.0,0.0,126.0,3.0,2.0,0.0,298.0,49.0,10.0,38.0,0.0,7.0,91.0,1.0,0.0,1.0,1.0,1.0,45.0,0.0,153.0,31.0,82.0,19.0,5.0,0.0,7.0,10.0,224.0,373038.0,2020-10-24
17.0,55.0,13.0,0.0,106.0,4.0,0.0,0.0,162.0,49.0,15.0,47.0,0.0,3.0,136.0,1.0,0.0,5.0,2.0,0.0,46.0,0.0,168.0,16.0,98.0,17.0,7.0,231.0,9.0,11.0,189.0,384826.0,2020-10-23
13.0,62.0,11.0,0.0,120.0,2.0,0.0,2.0,163.0,30.0,6.0,46.0,0.0,3.0,127.0,2.0,0.0,2.0,2.0,3.0,59.0,1.0,130.0,16.0,69.0,0.0,1.0,155.0,3.0,11.0,191.0,360898.0,2020-10-22
8.0,52.0,8.0,0.0,106.0,2.0,3.0,0.0,262.0,39.0,8.0,48.0,0.0,13.0,89.0,4.0,0.0,5.0,3.0,1.0,45.0,0.0,107.0,15.0,65.0,6.0,2.0,156.0,4.0,7.0,241.0,290296.0,2020-10-21
9.0,52.0,11.0,0.0,91.0,6.0,0.0,0.0,146.0,47.0,11.0,38.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,41.0,17.0,59.0,4.0,3.0,218.0,4.0,14.0,80.0,243618.0,2020-10-20
3.0,31.0,8.0,0.0,70.0,1.0,0.0,0.0,85.0,12.0,9.0,31.0,0.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,49.0,19.0,60.0,6.0,8.0,217.0,1.0,1.0,67.0,284516.0,2020-10-19
6.0,23.0,10.0,0.0,69.0,2.0,0.0,0.0,89.0,10.0,10.0,33.0,0.0,8.0,47.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,84.0,13.0,63.0,11.0,0.0,0.0,4.0,0.0,150.0,233804.0,2020-10-18
7.0,36.0,1.0,0.0,53.0,0.0,0.0,1.0,178.0,33.0,8.0,24.0,1.0,3.0,55.0,1.0,0.0,2.0,0.0,0.0,16.0,0.0,132.0,21.0,75.0,0.0,0.0,0.0,2.0,5.0,136.0,241380.0,2020-10-17
6.0,35.0,10.0,0.0,58.0,2.0,0.0,0.0,88.0,24.0,13.0,33.0,0.0,3.0,83.0,0.0,0.0,1.0,0.0,0.0,29.0,1.0,91.0,11.0,73.0,5.0,5.0,222.0,3.0,3.0,138.0,275226.0,2020-10-16
9.0,41.0,4.0,0.0,66.0,1.0,0.0,4.0,104.0,33.0,7.0,29.0,0.0,5.0,43.0,0.0,0.0,3.0,0.0,1.0,32.0,0.0,116.0,7.0,66.0,5.0,1.0,140.0,2.0,7.0,137.0,247116.0,2020-10-15
10.0,34.0,3.0,0.0,55.0,3.0,0.0,0.0,108.0,43.0,6.0,27.0,0.0,3.0,41.0,1.0,0.0,3.0,0.0,0.0,35.0,1.0,62.0,16.0,68.0,0.0,3.0,209.0,1.0,7.0,143.0,198134.0,2020-10-14
5.0,36.0,3.0,0.0,17.0,2.0,0.0,0.0,95.0,13.0,7.0,28.0,0.0,1.0,39.0,0.0,0.0,0.0,3.0,1.0,12.0,1.0,35.0,14.0,56.0,0.0,2.0,80.0,3.0,7.0,50.0,154464.0,2020-10-13
6.0,26.0,7.0,0.0,39.0,2.0,0.0,0.0,46.0,6.0,13.0,14.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,32.0,13.0,53.0,0.0,1.0,195.0,2.0,0.0,65.0,182176.0,2020-10-12
1.0,22.0,4.0,0.0,90.0,2.0,0.0,0.0,54.0,11.0,5.0,21.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,53.0,5.0,59.0,4.0,0.0,0.0,5.0,0.0,81.0,169952.0,2020-10-11
4.0,19.0,3.0,1.0,36.0,0.0,1.0,0.0,109.0,15.0,1.0,20.0,0.0,4.0,28.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,52.0,12.0,52.0,0.0,0.0,0.0,5.0,3.0,87.0,170884.0,2020-10-10
9.0,20.0,1.0,0.0,40.0,2.0,0.0,0.0,76.0,11.0,6.0,15.0,0.0,1.0,22.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,75.0,10.0,44.0,2.0,0.0,241.0,1.0,4.0,77.0,187712.0,2020-10-09
4.0,20.0,5.0,1.0,35.0,0.0,0.0,0.0,80.0,16.0,4.0,21.0,0.0,5.0,31.0,1.0,0.0,2.0,0.0,0.0,36.0,0.0,75.0,8.0,82.0,0.0,0.0,126.0,3.0,0.0,70.0,167198.0,2020-10-08
22.0,18.0,4.0,1.0,36.0,4.0,0.0,0.0,66.0,16.0,3.0,24.0,0.0,1.0,28.0,0.0,0.0,5.0,1.0,1.0,21.0,0.0,58.0,14.0,73.0,0.0,1.0,76.0,4.0,0.0,76.0,132170.0,2020-10-07
5.0,14.0,2.0,0.0,31.0,1.0,0.0,1.0,69.0,12.0,8.0,20.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,1.0,7.0,0.0,55.0,23.0,101.0,0.0,0.0,261.0,2.0,3.0,19.0,126538.0,2020-10-06
4.0,14.0,5.0,0.0,16.0,4.0,0.0,0.0,32.0,5.0,4.0,11.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,139.0,3.0,0.0,33.0,148628.0,2020-10-05
6.0,15.0,2.0,0.0,12.0,2.0,1.0,0.0,43.0,2.0,7.0,10.0,0.0,9.0,27.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,34.0,12.0,32.0,0.0,0.0,0.0,3.0,0.0,49.0,107220.0,2020-10-04
1.0,11.0,7.0,0.0,21.0,1.0,1.0,1.0,136.0,19.0,5.0,14.0,0.0,-5.0,23.0,1.0,0.0,1.0,0.0,1.0,9.0,1.0,27.0,6.0,53.0,6.0,2.0,0.0,3.0,0.0,66.0,95474.0,2020-10-03
3.0,15.0,4.0,0.0,23.0,1.0,1.0,0.0,63.0,8.0,2.0,17.0,0.0,2.0,24.0,0.0,0.0,0.0,1.0,2.0,13.0,0.0,30.0,6.0,37.0,0.0,0.0,113.0,1.0,1.0,59.0,120976.0,2020-10-02
3.0,6.0,5.0,0.0,19.0,0.0,0.0,1.0,63.0,12.0,3.0,16.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,30.0,8.0,33.0,3.0,0.0,182.0,4.0,1.0,71.0,103804.0,2020-10-01
6.0,10.0,3.0,0.0,18.0,1.0,0.0,0.0,85.0,17.0,5.0,8.0,0.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,36.0,6.0,44.0,1.0,2.0,177.0,2.0,2.0,71.0,91446.0,2020-09-30
3.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,81.0,11.0,4.0,8.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,15.0,4.0,30.0,0.0,0.0,203.0,1.0,1.0,13.0,71940.0,2020-09-29
0.0,12.0,3.0,0.0,15.0,1.0,0.0,0.0,27.0,3.0,3.0,13.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,8.0,9.0,31.0,0.0,0.0,179.0,1.0,0.0,17.0,126988.0,2020-09-28
1.0,6.0,3.0,0.0,10.0,1.0,0.0,0.0,39.0,5.0,7.0,6.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,32.0,8.0,54.0,3.0,1.0,0.0,2.0,1.0,35.0,75888.0,2020-09-27
3.0,5.0,5.0,0.0,14.0,2.0,0.0,0.0,150.0,9.0,3.0,12.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,23.0,5.0,42.0,0.0,0.0,0.0,4.0,1.0,34.0,88310.0,2020-09-26
6.0,4.0,4.0,0.0,12.0,2.0,0.0,0.0,52.0,15.0,9.0,9.0,0.0,3.0,23.0,0.0,0.0,2.0,0.0,2.0,16.0,3.0,25.0,3.0,41.0,0.0,2.0,114.0,1.0,4.0,40.0,109622.0,2020-09-25
6.0,8.0,2.0,0.0,24.0,2.0,0.0,2.0,43.0,19.0,5.0,7.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,28.0,3.0,47.0,1.0,0.0,84.0,0.0,0.0,37.0,97610.0,2020-09-24
4.0,1.0,2.0,0.0,9.0,1.0,0.0,0.0,78.0,13.0,8.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,18.0,5.0,45.0,1.0,0.0,130.0,1.0,3.0,37.0,85708.0,2020-09-23
1.0,3.0,5.0,0.0,19.0,5.0,0.0,2.0,53.0,10.0,6.0,8.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,8.0,23.0,0.0,0.0,241.0,2.0,5.0,11.0,72500.0,2020-09-22
1.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,7.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,11.0,13.0,33.0,0.0,0.0,168.0,4.0,0.0,18.0,116678.0,2020-09-21
2.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,25.0,2.0,4.0,8.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,12.0,5.0,42.0,0.0,0.0,0.0,1.0,0.0,27.0,65000.0,2020-09-20
5.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,154.0,6.0,2.0,6.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,17.0,6.0,48.0,0.0,2.0,0.0,1.0,2.0,27.0,70746.0,2020-09-19
0.0,1.0,2.0,0.0,7.0,2.0,0.0,0.0,50.0,7.0,9.0,6.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,16.0,10.0,27.0,1.0,0.0,90.0,1.0,8.0,21.0,93884.0,2020-09-18
1.0,2.0,6.0,0.0,6.0,0.0,0.0,0.0,46.0,3.0,3.0,9.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,49.0,0.0,0.0,162.0,2.0,7.0,20.0,82702.0,2020-09-17
0.0,3.0,3.0,0.0,11.0,0.0,0.0,0.0,49.0,6.0,3.0,12.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,4.0,51.0,0.0,0.0,239.0,1.0,1.0,27.0,73502.0,2020-09-16
1.0,4.0,3.0,1.0,9.0,4.0,0.0,2.0,34.0,12.0,5.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.0,4.0,22.0,0.0,0.0,156.0,2.0,0.0,9.0,59802.0,2020-09-15
2.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,3.0,4.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,7.0,36.0,0.0,0.0,101.0,2.0,4.0,5.0,94392.0,2020-09-14
4.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,17.0,2.0,2.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,5.0,27.0,1.0,0.0,0.0,1.0,3.0,9.0,51250.0,2020-09-13
2.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,80.0,5.0,3.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,35.0,0.0,0.0,0.0,4.0,3.0,6.0,54150.0,2020-09-12
1.0,3.0,2.0,0.0,4.0,1.0,0.0,0.0,19.0,1.0,4.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,12.0,3.0,47.0,0.0,0.0,48.0,2.0,2.0,14.0,74378.0,2020-09-11
0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,30.0,3.0,3.0,2.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,3.0,51.0,0.0,1.0,71.0,2.0,0.0,8.0,68912.0,2020-09-10
1.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,38.0,9.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,41.0,0.0,0.0,34.0,1.0,0.0,32.0,56018.0,2020-09-09
10.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,25.0,4.0,5.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,33.0,0.0,0.0,78.0,1.0,2.0,3.0,50630.0,2020-09-08
1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,43.0,0.0,0.0,98.0,3.0,1.0,2.0,88320.0,2020-09-07
0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,12.0,1.0,1.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,5.0,38.0,0.0,1.0,0.0,0.0,0.0,12.0,38614.0,2020-09-06
0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,47.0,0.0,0.0,0.0,0.0,1.0,10.0,42624.0,2020-09-05
